"","Id","SalePrice","OverallQual","GrLivArea","GarageCars","ExterQual","GarageArea","TotalBsmtSF","X1stFlrSF","KitchenQual","BsmtQual","FullBath","GarageFinish","TotRmsAbvGrd","YearBuilt","FireplaceQu","YearRemodAdd","GarageYrBlt","MasVnrArea","Fireplaces","HeatingQC","BsmtFinSF1","GarageType_NoGarage","GarageType_2Types","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","Foundation_PConc","Foundation_CBlock","Foundation_BrkTil","Foundation_Wood","Foundation_Slab","Foundation_Stone","BsmtExposure","LotFrontage","WoodDeckSF","X2ndFlrSF","OpenPorchSF","BsmtFinType1","HalfBath","GarageQual","LotArea","GarageCond","LotShape_Reg","LotShape_IR1","LotShape_IR2","LotShape_IR3"
"1099",1099,157000,0.666666666666667,0.238696307460437,0.5,1,0.337094499294781,0.208019639934534,0.290729692519504,1,0.8,0.666666666666667,0.66,0.416666666666667,1978,3,0.466666666666667,0.709090909090909,0.12875,1,2,0.124734231041814,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.261980830670927,0.196032672112019,0,0,6,0,3,0.0579061069943553,3,0,0,1,0
"1100",1100,60000,0.111111111111111,0.0195930670685757,0.25,1,0.173483779971791,0.0474631751227496,0.0238641578705828,0,1,0.333333333333333,0.33,0.0833333333333333,1920,0,0,0.272727272727273,0,0,2,0.0513819985825656,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.249201277955272,0.120186697782964,0.433898305084746,0,6,0,3,0.036237775558085,3,1,0,0,0
"1101",1101,119500,0.444444444444444,0.116051243406179,0.25,1,0.197461212976023,0.155482815057283,0.141349242771914,1,1,0.333333333333333,0.33,0.25,1971,0,0.35,0.736363636363636,0,0,2,0.0729978738483345,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.204472843450479,0.308051341890315,0,0.102376599634369,6,0,3,0.0324235173871635,3,1,0,0,0
"1102",1102,135000,0.444444444444444,0.150715900527506,0.25,1,0.179125528913963,0.165302782324059,0.18357044515833,1,1,0.333333333333333,0.66,0.333333333333333,1960,0,0.866666666666667,0.545454545454545,0.028125,0,4,0.104181431608788,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.166134185303514,0.603267211201867,0.369007263922518,0.138939670932358,6,1,3,0.216446375060977,3,0,0,1,0
"1103",1103,159500,0.555555555555556,0.162019593067069,0.5,1,0.380112834978843,0.107201309328969,0.197338228545204,1,1,0.333333333333333,1,0.333333333333333,1959,2,0.15,0.490909090909091,0,1,4,0.116052445074415,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.207667731629393,0.261376896149358,0,0.076782449725777,6,0,3,0.0377476828730052,3,1,0,0,0
"1104",1104,106000,0.444444444444444,0.182366239638282,0.5,1,0.310296191819464,0.103109656301146,0.0679210647085819,1,1,0.666666666666667,0.33,0.333333333333333,1970,0,0.333333333333333,0.636363636363636,0.19,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.204472843450479,0.116686114352392,0.357384987893462,0.0639853747714808,6,1,3,0.040107784152942,3,1,0,0,0
"1105",1105,325000,0.777777777777778,0.431047475508666,0.5,0.5,0.502115655853315,0.239443535188216,0.267553923818265,0.5,1,0.666666666666667,0.66,0.583333333333333,1994,3,0.75,0.854545454545454,0.22625,2,4,0.182849043231751,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.351437699680511,0,0,0.159049360146252,6,0,3,0.0670956352063927,3,1,0,0,0
"1106",1106,179900,0.666666666666667,0.208741522230595,0.5,0.5,0.507052186177715,0.148936170212766,0.254245066544286,0.5,0.8,0.666666666666667,1,0.333333333333333,1990,3,0.683333333333333,0.818181818181818,0,1,3,0.130758327427356,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.172523961661342,0.14585764294049,0,0,6,0,3,0.0641640920811169,3,0,1,0,0
"1107",1107,274725,0.666666666666667,0.317822155237378,0.5,0.5,0.297602256699577,0.142062193126023,0.126893070215695,0.5,1,0.666666666666667,0.66,0.583333333333333,2006,4,0.933333333333333,0.963636363636364,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.207667731629393,0.485414235705951,0,0.263254113345521,6,0,3,0.0392575901879254,3,1,0,0,0
"1108",1108,181000,0.555555555555556,0.255463451394122,0.5,1,0.326516220028209,0.151227495908347,0.140890316659018,1,0.8,0.666666666666667,0.66,0.416666666666667,2000,3,0.833333333333333,0.909090909090909,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.153354632587859,0.224037339556593,0,0.0694698354661792,6,0,3,0.028990220446468,3,1,0,0,0
"1109",1109,280000,0.777777777777778,0.282969103240392,0.75,0.5,0.607898448519041,0.300490998363339,0.344653510784764,0.5,1,0.666666666666667,1,0.416666666666667,2004,4,0.916666666666667,0.945454545454545,0.02625,1,4,0.18408929836995,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.274760383386581,0.381563593932322,0,0.117001828153565,6,0,3,0.0617250110339381,3,0,1,0,0
"1110",1110,188000,0.555555555555556,0.249434815373022,0.5,1,0.30394922425952,0.126513911620295,0.100734281780633,1,0.8,0.666666666666667,1,0.5,1995,3,0.766666666666667,0.863636363636364,0,1,3,0.0388022678951098,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.124600638977636,0.276546091015169,0,0.277879341864717,6,0,3,0.0250365862157077,3,0,1,0,0
"1111",1111,205000,0.666666666666667,0.307083647324793,0.5,1,0.340620592383639,0.131423895253682,0.175309775126205,1,1,0.666666666666667,0.66,0.5,1976,4,0.433333333333333,0.690909090909091,0.4125,1,2,0.0714032600992204,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.130990415335463,0.112018669778296,0,0,6,0,3,0.0250644614276754,3,0,1,0,0
"1112",1112,129900,0.444444444444444,0.0908063300678222,0.25,1,0.217207334273625,0.133551554828151,0.110601193207894,1,1,0.333333333333333,0.33,0.25,1957,0,0.116666666666667,0.518181818181818,0,0,2,0.125442948263643,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.188498402555911,0.280046674445741,0,0.102376599634369,6,0,3,0.0492136867290762,3,0,1,0,0
"1113",1113,134500,0.444444444444444,0.126978146194424,0.25,1,0.169252468265162,0.164975450081833,0.154658100045893,0.5,1,0.333333333333333,0.33,0.333333333333333,1953,0,0.933333333333333,0.481818181818182,0,0,3,0.11392629340893,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.194888178913738,0.19953325554259,0,0.0877513711151737,6,0,3,0.0368417384840531,3,1,0,0,0
"1114",1114,117000,0.444444444444444,0.0940090429540316,0.25,1,0.229901269393512,0.13633387888707,0.114502065167508,0.5,1,0.333333333333333,0.33,0.166666666666667,1954,0,0.833333333333333,0.5,0,0,4,0.0735294117647059,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.108626198083067,0,0.353026634382567,0.0438756855575868,6,1,3,0.0150061557759762,3,1,0,0,0
"1115",1115,318000,0.777777777777778,0.263752825923135,0.75,0.5,0.65444287729196,0.28379705400982,0.321248279027077,1,1,0.666666666666667,0.66,0.416666666666667,2007,4,0.95,0.972727272727273,0.205,1,4,0.177888022678951,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.255591054313099,0.266044340723454,0.35544794188862,0.120658135283364,6,1,3,0.0484145973193338,3,1,0,0,0
"1116",1116,184100,0.777777777777778,0.20440844009043,0.5,0.5,0.371650211565585,0.0667757774140753,0.102111060119321,0.5,0.8,0.666666666666667,1,0.416666666666667,2002,3,0.866666666666667,0.927272727272727,0,1,4,0.0625442948263643,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.223642172523962,0.14002333722287,0,0.0603290676416819,6,0,3,0.0422774048177658,3,1,0,0,0
"1117",1117,130000,0.444444444444444,0.105501130369254,0.5,1,0.317348377997179,0.146317512274959,0.128499311610831,0.5,1,0.333333333333333,0.66,0.25,1967,0,0.883333333333333,0.609090909090909,0,0,4,0.1243798724309,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.10223642172524,0,0,0.451553930530165,6,0,3,0.0209064089758183,3,1,0,0,0
"1118",1118,140000,0.444444444444444,0.238696307460437,0.25,1,0.211565585331453,0.0872340425531915,0.157641119779715,1,1,0.333333333333333,0.66,0.333333333333333,1958,0,0.616666666666667,0.527272727272727,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.242811501597444,0,0.546246973365617,0.0822669104204753,6,1,3,0.047118399962833,3,0,1,0,0
"1119",1119,133700,0.444444444444444,0.133006782215524,0.25,1,0.201692524682652,0.170212765957447,0.162000917852226,1,1,0.333333333333333,0.66,0.333333333333333,1959,0,0.15,0.536363636363636,0,0,2,0.0653791637136782,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.137380191693291,0.116686114352392,0,0.0292504570383912,6,0,3,0.0147831540802342,3,1,0,0,0
"1120",1120,118400,0.555555555555556,0.127731725697061,0.25,1,0.217207334273625,0.165630114566285,0.155575952271684,1,1,0.333333333333333,0.33,0.333333333333333,1920,4,0,0.181818181818182,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.207667731629393,0.338389731621937,0,0.0712979890310786,6,0,3,0.0396246138121675,3,0,1,0,0
"1121",1121,212900,0.666666666666667,0.229464958553127,0.75,0.5,0.55148095909732,0.254009819967267,0.279486002753557,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2005,0,0.933333333333333,0.954545454545455,0.1225,0,4,0.00425230333097094,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.140575079872204,0.224037339556593,0.430024213075061,0.0712979890310786,6,1,3,0.044358753978025,3,0,1,0,0
"1122",1122,112000,0.333333333333333,0.117935192162773,0.25,1,0.203102961918195,0.109983633387889,0.143643873336393,1,1,0.333333333333333,0.33,0.25,1956,0,0.1,0.509090909090909,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.258785942492013,0,0,0,6,0,3,0.0449348416920254,3,1,0,0,0
"1123",1123,118000,0.444444444444444,0.0685757347400151,0,1,0,0.114238952536825,0.0835245525470399,1,1,0.333333333333333,0,0.166666666666667,1947,0,0.966666666666667,0.713692398971586,0,0,4,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.255591054313099,0.182030338389732,0.42953995157385,0.164533820840951,6,1,3,0.0461706427559293,3,1,0,0,0
"1124",1124,163900,0.666666666666667,0.216277317256971,0.5,1,0.276445698166432,0.062847790507365,0.109683340982102,0.5,0.8,0.666666666666667,1,0.416666666666667,1992,3,0.7,0.836363636363636,0.10625,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223642172523962,0,0.425181598062954,0.140767824497258,6,1,3,0.0406513507863133,3,1,0,0,0
"1125",1125,115000,0.333333333333333,0.126412961567445,0.5,1,0.473906911142454,0.164484451718494,0.153969710876549,0,1,0.333333333333333,0.33,0.25,1955,3,0.0833333333333333,0.7,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.236421725239617,0.214702450408401,0.369007263922518,0,6,1,3,0.0410416037538619,3,1,0,0,0
"1126",1126,174000,0.666666666666667,0.230030143180106,0.75,0.5,0.465444287729196,0.224713584288052,0.2801743919229,0.5,0.8,0.666666666666667,1,0.416666666666667,2007,3,0.95,0.972727272727273,0.08125,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223642172523962,0.224037339556593,0,0,6,0,3,0.0390903389161188,3,1,0,0,0
"1127",1127,259000,0.666666666666667,0.225320271288621,0.75,0.5,0.444287729196051,0.250409165302782,0.274437815511703,0.5,0.8,0.666666666666667,1,0.416666666666667,2004,4,0.9,0.945454545454545,0,1,4,0.230333097094259,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.370607028753994,0,0,0.109689213893967,6,0,3,0.062723872796116,3,0,1,0,0
"1128",1128,215000,0.666666666666667,0.306141672946496,0.5,0.5,0.306064880112835,0.138625204582651,0.117714547957779,0.5,0.8,0.666666666666667,1,0.5,2004,4,0.916666666666667,0.945454545454545,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.223642172523962,0.350058343057176,0.380145278450363,0.159049360146252,6,1,3,0.0393133406118609,3,0,1,0,0
"1129",1129,140000,0.444444444444444,0.113413715146948,0.5,1,0.473906911142454,0.153191489361702,0.138136759981643,1,0.8,0.333333333333333,0.33,0.166666666666667,1980,0,0.5,0.727272727272727,0.1125,0,2,0.165839829907867,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.207667731629393,0.116686114352392,0,0,6,0,3,0.0475597574856559,3,1,0,0,0
"1130",1130,135000,0.333333333333333,0.310286360211002,0.5,1,0.406205923836389,0.183633387888707,0.228086278109224,0.5,1,0.666666666666667,0.33,0.416666666666667,1928,3,0,0.736363636363636,0,2,2,0.11020552799433,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.21405750798722,0,0,0.0749542961608775,6,0,3,0.0468442937118168,3,1,0,0,0
"1131",1131,93500,0.444444444444444,0.120572720422005,0,1,0,0.159410801963993,0.146856356126664,1,0.8,0.333333333333333,0,0.25,1991,0,0.7,0.713692398971586,0,0,2,0.03756201275691,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0.255591054313099,0,0.518159806295399,0.0731261425959781,6,1,3,0.052572649771191,3,1,0,0,0
"1132",1132,117500,0.555555555555556,0.353428786737001,0.25,1,0.144569816643159,0.164975450081833,0.193666819642038,0,1,0.666666666666667,0.33,0.5,1880,0,0,0.272727272727273,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.115015974440895,0,0.417433414043584,0.0493601462522852,6,0,3,0.0105368301238124,3,1,0,0,0
"1133",1133,239500,0.777777777777778,0.317633760361718,0.5,0.5,0.328631875881523,0.184615384615385,0.185406149609913,0.5,0.8,0.666666666666667,0.66,0.5,1995,3,0.75,0.863636363636364,0,1,4,0.10347271438696,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.111821086261981,0,0,0.212065813528336,6,1,3,0.019856442658366,3,0,1,0,0
"1134",1134,169000,0.555555555555556,0.238507912584778,0.5,1,0.324400564174894,0.149918166939444,0.133547498852685,1,0.8,0.666666666666667,1,0.416666666666667,1997,3,0.783333333333333,0.881818181818182,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.313099041533546,0.29171528588098,0.646973365617433,0,6,1,3,0.0566935352737578,3,0,1,0,0
"1135",1135,102000,0.555555555555556,0.122833458929917,0.25,1,0.126939351198872,0.157119476268412,0.149609912804039,1,1,0.333333333333333,0.33,0.25,1926,4,0,0.236363636363636,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.261980830670927,0,0.476997578692494,0.127970749542962,6,1,3,0.0439127505865409,3,1,0,0,0
"1136",1136,119000,0.555555555555556,0.172946495855313,0.25,1,0.203102961918195,0.168903436988543,0.160165213400642,1,1,0.333333333333333,0.33,0.333333333333333,1950,0,0,0.454545454545455,0,0,2,0.0496102055279943,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.23961661341853,0.168028004667445,0,0.190127970749543,6,0,3,0.0555506515830797,3,0,1,0,0
"1137",1137,94000,0.444444444444444,0.129238884702336,0,1,0,0.127659574468085,0.102340523175769,1,1,0.333333333333333,0,0.333333333333333,1875,0,0.766666666666667,0.713692398971586,0,0,3,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.137380191693291,0.182030338389732,0,0,6,0,3,0.0147831540802342,3,1,0,0,0
"1138",1138,196000,0.555555555555556,0.232290881688018,0.5,1,0.503526093088858,0.256464811783961,0.282927948600275,0.5,1,0.666666666666667,0.66,0.25,1977,3,0.45,0.7,0,2,2,0.277639971651311,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223642172523962,0,0.414043583535109,0.0822669104204753,6,1,3,0.0390252967548607,3,1,0,0,0
"1139",1139,144000,0.444444444444444,0.156932931424265,0.5,1,0.349083215796897,0.149754500818331,0.191142726021111,1,1,0.333333333333333,0.33,0.333333333333333,1920,4,0,0.654545454545455,0,1,2,0.114280652019844,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.191693290734824,0.294049008168028,0,0.117001828153565,6,1,3,0.0326325814769216,3,1,0,0,0
"1140",1140,139000,0.444444444444444,0.116428033157498,0.5,1,0.592383638928068,0.155810147299509,0.14180816888481,1,1,0.333333333333333,0.33,0.166666666666667,1951,0,0.0166666666666667,0.8,0,0,2,0.150956768249468,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.137380191693291,0.182030338389732,0,0.036563071297989,6,0,3,0.0147831540802342,3,1,0,0,0
"1141",1141,197500,0.444444444444444,0.288997739261492,0.5,1,0.34132581100141,0.127659574468085,0.173015144561726,0.5,1,0.666666666666667,0.33,0.583333333333333,1976,3,0.433333333333333,0.690909090909091,0.0275,1,4,0.0675053153791637,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.325878594249201,0.158693115519253,0.483292978208232,0.115173674588665,6,1,3,0.07369741457409,3,1,0,0,0
"1142",1142,424870,0.777777777777778,0.469856819894499,0.75,0.5,0.741889985895628,0.239934533551555,0.259752179899036,0.5,1,1,0.66,0.75,2006,3,0.95,0.963636363636364,0.2125,1,4,0.203756201275691,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.274760383386581,0.224037339556593,0.385956416464891,0.221206581352834,6,1,3,0.0550024390810472,3,1,0,0,0
"1143",1143,80000,0.444444444444444,0.126601356443105,0,1,0,0.164648117839607,0.154199173932997,1,1,0.333333333333333,0,0.25,1959,0,0.15,0.713692398971586,0,0,2,0.0510276399716513,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.182108626198083,0,0,0,6,0,3,0.0429510557736533,3,0,0,1,0
"1144",1144,80000,0.333333333333333,0.111152976639035,0.25,1,0.197461212976023,0.109983633387889,0.0775585130793942,0,0.8,0.333333333333333,0.33,0.25,1941,0,0,0.372727272727273,0,0,1,0.0616583982990787,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.207667731629393,0,0,0.117001828153565,6,0,3,0.0407674975028456,3,1,0,0,0
"1145",1145,149000,0.444444444444444,0.233986435568953,0.25,1,0.15867418899859,0.170540098199673,0.162459843965122,1,1,0.333333333333333,0.33,0.5,1928,4,0,0.254545454545455,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.118210862619808,0,0,0.153564899451554,6,1,3,0.0154057004808474,3,0,1,0,0
"1146",1146,180000,0.555555555555556,0.181612660135644,0.5,0.5,0.284203102961918,0.212438625204583,0.221202386415787,0.5,0.8,0.666666666666667,0.33,0.25,1985,3,0.583333333333333,0.772727272727273,0.053125,1,2,0.22289156626506,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.249201277955272,0,0,0.0402193784277879,6,0,3,0.0432855583172664,3,0,1,0,0
"1147",1147,174500,0.666666666666667,0.23172569706104,0.25,1,0.165021156558533,0.115220949263502,0.120697567691602,0,1,0.333333333333333,0.33,0.416666666666667,1941,4,0,0.372727272727273,0,1,4,0.0487243090007087,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.233226837060703,0,0,0,6,0,3,0.0329856674951799,3,0,1,0,0
"1148",1148,116900,0.666666666666667,0.14638281838734,0.25,1,0.203102961918195,0.0936170212765957,0.054612207434603,1,1,0.333333333333333,0.33,0.25,1926,4,0,0.745454545454545,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.297124600638978,0,0,0,6,0,3,0.0561453227717252,3,1,0,0,0
"1149",1149,143000,0.666666666666667,0.216277317256971,0.5,1,0.228490832157969,0.106382978723404,0.11427260211106,1,1,0.333333333333333,0.33,0.416666666666667,1920,0,0.633333333333333,0.272727272727273,0,0,4,0.110559886605245,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.255591054313099,0,0.425181598062954,0.283363802559415,6,1,3,0.0456595972031871,3,0,1,0,0
"1150",1150,124000,0.555555555555556,0.11266013564431,0.25,1,0.215796897038082,0.15253682487725,0.137218907755851,0.5,1,0.333333333333333,0.33,0.166666666666667,1950,4,0,0.454545454545455,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.108626198083067,0.200700116686114,0,0.113345521023766,6,0,3,0.023233989175126,3,0,1,0,0
"1151",1151,149900,0.444444444444444,0.213262999246421,0.5,1,0.372355430183357,0.239934533551555,0.259752179899036,0,1,0.333333333333333,1,0.333333333333333,1959,4,0.15,0.536363636363636,0.0825,2,2,0.0311835577604536,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.185303514376997,0,0.344794188861985,0.0694698354661792,6,1,3,0.050416966712351,3,0,1,0,0
"1152",1152,230000,0.555555555555556,0.278259231348907,0.5,1,0.331452750352609,0.175613747954173,0.338916934373566,1,1,0.333333333333333,1,0.333333333333333,1956,4,0.9,0.509090909090909,0,1,4,0.0524450744153083,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.271565495207668,0,0.359806295399516,0.0603290676416819,6,1,3,0.0496085855652861,3,1,0,0,0
"1153",1153,120500,0.555555555555556,0.0908063300678222,0.25,0.5,0.304654442877292,0.133551554828151,0.110601193207894,1,1,0.333333333333333,0.33,0.25,1930,0,0.95,0.927272727272727,0,0,4,0.095322466335932,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.284345047923323,0,0,0.208409506398537,6,0,3,0.0578921693883714,3,1,0,0,0
"1154",1154,201800,0.666666666666667,0.279954785229842,0.5,1,0.346967559943583,0.141407528641571,0.130335016062414,0.5,1,0.333333333333333,0.33,0.5,1965,4,0.633333333333333,0.590909090909091,0.18,2,2,0.0804394046775337,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.207667731629393,0,0,0.131627056672761,6,1,3,0.0407396222908778,3,1,0,0,0
"1155",1155,218000,0.444444444444444,0.207799547852298,0.5,0.5,0.372355430183357,0.23518821603928,0.253097751262047,0.5,0.8,0.666666666666667,0.66,0.333333333333333,1976,2,0.9,0.690909090909091,0,1,2,0.204996456413891,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.207667731629393,0,0.428087167070218,0.115173674588665,6,1,3,0.0379009965388278,3,1,0,0,0
"1156",1156,179900,0.444444444444444,0.175395629238885,0.5,1,0.354019746121298,0.199509001636661,0.213630105553006,0.5,1,0.666666666666667,0.66,0.333333333333333,1965,4,0.816666666666667,0.590909090909091,0,1,3,0.112154500354359,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.108626198083067,0.168028004667445,0,0.124314442413163,6,0,3,0.0188622267648494,3,1,0,0,0
"1157",1157,230000,0.666666666666667,0.184626978146194,0.5,0.5,0.441466854724965,0.21505728314239,0.224873795318954,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2007,4,0.966666666666667,0.981818181818182,0.10375,1,4,0.160170092133239,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.111821086261981,0,0.357869249394673,0.0621572212065814,6,1,3,0.0173523194499292,3,1,0,0,0
"1158",1158,235128,0.777777777777778,0.23474001507159,0.75,0.5,0.585331452750353,0.258592471358429,0.285910968334098,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2007,0,0.966666666666667,0.981818181818182,0.11625,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.23961661341853,0,0.43728813559322,0.385740402193784,6,1,3,0.0440103138284281,3,1,0,0,0
"1159",1159,185000,0.555555555555556,0.290504898266767,0.5,0.5,0.380818053596615,0.14746317512275,0.139743001376778,0.5,1,0.666666666666667,0.66,0.5,1974,3,0.4,0.672727272727273,0.16875,1,2,0.0783132530120482,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.21405750798722,0,0,0.131627056672761,6,0,3,0.0455666798299612,3,0,1,0,0
"1160",1160,146000,0.555555555555556,0.211379050489827,0.5,1,0.310296191819464,0.139934533551555,0.119550252409362,1,0.8,0.666666666666667,0.33,0.416666666666667,1978,3,0.466666666666667,0.709090909090909,0,1,1,0.0551027639971651,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.12779552715655,0.247374562427071,0,0.107861060329068,6,0,3,0.0263142000975632,3,0,1,0,0
"1161",1161,224000,0.555555555555556,0.246043707611153,0.5,0.5,0.651622002820874,0.212111292962357,0.299678751720973,0.5,1,0.333333333333333,0.33,0.416666666666667,1954,4,0.933333333333333,0.845454545454545,0.045,1,4,0.128986534372785,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.249201277955272,0,0.402905569007264,0.0511882998171846,6,1,3,0.0471091082255105,3,1,0,0,0
"1162",1162,129000,0.444444444444444,0.105501130369254,0.5,1,0.317348377997179,0.146317512274959,0.128499311610831,1,0.8,0.333333333333333,1,0.25,1968,1,0.3,0.618181818181818,0,1,3,0.0871722182849043,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.293929712460064,0.360560093348891,0.640677966101695,0.142595978062157,6,1,3,0.0470161908522846,3,1,0,0,0
"1163",1163,108959,0.333333333333333,0.174076865109269,0.5,1,0.282087447108604,0.19607201309329,0.212023864157871,1,0.8,0,0.33,0.333333333333333,1969,0,0.316666666666667,0.627272727272727,0,0,2,0.212260807937633,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.345047923322684,0.471411901983664,0,0.186471663619744,6,0,3,0.061200027875212,3,0,1,0,0
"1164",1164,194000,0.444444444444444,0.206857573474001,0.5,1,0.414668547249647,0.222585924713584,0.251950435979807,0.5,0.8,0.333333333333333,0.33,0.25,1978,3,0.466666666666667,0.709090909090909,0,1,4,0.120481927710843,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.319488817891374,0,0,0.0658135283363803,6,0,3,0.0557504239355153,3,1,0,0,0
"1165",1165,233170,0.666666666666667,0.220045214770158,0.5,0.5,0.454160789844852,0.24582651391162,0.268012849931161,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2009,0,0.983333333333333,0.990909090909091,0.1675,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.217252396166134,0.308051341890315,0,0.179159049360146,6,0,3,0.040948686380636,3,1,0,0,0
"1166",1166,245350,0.777777777777778,0.25621703089676,0.75,0.5,0.547249647390691,0.277250409165303,0.31206975676916,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2008,0,0.966666666666667,0.981818181818182,0.045,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.34185303514377,0.280046674445741,0.417433414043584,0.0712979890310786,6,1,3,0.0473228181839299,3,0,1,0,0
"1167",1167,173000,0.555555555555556,0.251883948756594,0.5,1,0.332863187588152,0.1569558101473,0.143414410279945,1,0.8,0.666666666666667,1,0.416666666666667,2000,3,0.833333333333333,0.909090909090909,0,1,4,0.139262934089298,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.303514376996805,0.170361726954492,0.455690072639225,0.16636197440585,6,1,3,0.0624869334943901,3,0,1,0,0
"1168",1168,235000,0.555555555555556,0.334212509419744,0.5,1,0.380818053596615,0.184451718494272,0.206975676916017,0.5,1,0.666666666666667,0.33,0.416666666666667,1935,3,0.6,0.318181818181818,0,2,4,0.110914245216159,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.210862619808307,0,0,0.142595978062157,6,0,3,0.0636251713164069,3,1,0,0,0
"1169",1169,625000,1,0.620384325546345,0.75,0.5,0.569111424541608,0.315875613747954,0.343506195502524,0.5,1,1,1,0.666666666666667,1995,3,0.766666666666667,0.863636363636364,0.86125,1,4,0.245747696669029,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.217252396166134,0,0.439709443099274,0.160877513711152,6,1,3,0.0426444284420079,3,0,1,0,0
