"","OverallQual","YearBuilt","TotalBsmtSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageCars","GarageArea","Fireplaces","GarageYrBlt","MasVnrArea","X1stFlrSF","SalePrice"
"1208",5,1962,931,1283,1,6,2,506,0,1980,0,1283,140000
"1209",8,2006,1660,1660,2,8,2,500,1,2006,420,1660,290000
"1210",6,1992,1055,1845,2,8,2,462,1,1992,0,1055,189000
"1211",8,1988,559,1752,2,8,2,492,0,1988,0,1080,164000
"1212",4,1941,672,672,1,4,1,234,0,1941,0,672,113000
"1213",4,1965,648,960,0,3,1,364,0,1965,0,960,145000
"1214",5,1962,925,999,1,6,1,300,0,1962,0,999,134500
"1215",5,1966,894,894,1,5,1,384,0,1966,0,894,125000
"1216",6,1978,0,1902,2,8,2,539,0,1978,0,1318,112000
"1217",8,2009,1300,1314,2,6,2,552,0,2009,72,1314,229456
"1218",4,1947,0,912,1,3,0,0,0,1978.50616388687,0,672,80500
"1219",6,1971,672,1218,1,7,0,0,0,1978.50616388687,236,672,91500
"1220",5,1964,912,912,1,5,1,288,0,1964,0,912,115000
"1221",5,1968,952,1211,1,5,1,322,1,1968,0,1211,134000
"1222",6,1949,1040,1846,2,7,1,315,1,1949,320,1168,143000
"1223",5,1951,2136,2136,2,7,2,528,0,1951,44,2136,137900
"1224",7,2004,788,1490,2,8,2,388,1,2004,0,788,184000
"1225",6,1958,588,1138,1,6,1,264,0,1958,63,1138,145000
"1226",6,2007,894,1933,2,9,3,668,1,2007,74,894,214000
"1227",5,1965,912,912,1,5,2,576,0,1992,300,912,147000
"1228",9,2008,1702,1702,1,7,3,1052,1,2008,766,1702,367294
"1229",5,1960,1075,1507,2,7,1,404,0,1960,0,1507,127000
"1230",5,1977,1361,2620,2,12,2,600,1,1977,1,1361,190000
"1231",5,1962,1106,1190,1,6,2,540,0,1962,120,1190,132500
"1232",4,1962,0,1224,2,6,2,462,0,1962,0,1224,101800
"1233",5,1959,1188,1188,1,6,2,531,0,1959,180,1188,142000
"1234",5,1911,940,1964,1,7,0,0,0,1978.50616388687,0,1024,130000
"1235",5,1914,747,1784,1,9,1,180,0,1914,0,892,138887
"1236",7,2003,764,1626,2,6,2,474,0,2003,106,764,175500
"1237",7,2004,847,1948,2,8,2,434,1,2004,0,847,195000
"1238",6,2005,1141,1141,1,6,2,484,0,2005,0,1141,142500
"1239",8,2006,1476,1484,2,6,2,472,1,2006,32,1484,265900
"1240",7,2003,884,1768,2,8,2,543,0,2003,252,884,224900
"1241",7,2007,1689,1689,2,7,3,954,0,2007,0,1689,248328
"1242",7,1974,1053,1173,2,6,2,528,2,1974,81,1173,170000
"1243",10,2006,2076,2076,2,7,3,850,1,2006,103.685261707989,2076,465000
"1244",8,1929,792,1517,1,7,2,400,2,1931,0,792,230000
"1245",6,1984,585,1868,3,7,2,477,1,1984,74,1140,178000
"1246",7,2005,756,1553,2,6,2,615,0,2005,0,756,186500
"1247",6,1976,1012,1034,1,6,3,888,0,1976,335,1034,169900
"1248",6,1917,735,2058,1,8,2,396,1,1950,0,1134,129500
"1249",5,1950,876,988,1,6,1,276,0,1950,0,988,119000
"1250",7,1968,2110,2110,2,8,2,522,2,1968,0,2110,244000
"1251",7,2003,1405,1405,2,6,2,478,1,2003,163,1405,171750
"1252",5,1968,864,874,1,5,1,288,0,1968,0,874,130000
"1253",7,1974,1192,2167,2,9,2,518,2,1974,0,1516,294000
"1254",7,2003,746,1656,2,7,2,397,1,2003,92,760,165400
"1255",6,1931,884,1367,1,6,1,560,1,1978,0,959,127500
"1256",8,1994,1986,1987,2,7,2,691,1,1994,554,1987,301500
"1257",5,1922,864,864,1,4,0,0,0,1978.50616388687,0,864,99900
"1258",7,2005,856,1166,2,5,2,400,0,2005,182,1166,190000
"1259",6,1969,1054,1054,1,6,2,460,0,1969,0,1054,151000
"1260",6,1999,841,1675,2,7,2,502,1,1999,0,892,181000
"1261",5,1956,1050,1050,1,5,1,338,0,1956,0,1050,128900
"1262",4,1957,1104,1788,1,8,1,304,2,1957,0,1104,161500
"1263",6,1919,764,1824,1,8,2,520,1,1940,0,1060,180500
"1264",6,1998,1405,1337,2,5,2,511,0,1998,0,1337,181000
"1265",7,1999,691,1452,2,6,2,506,0,1999,218,713,183900
"1266",7,1910,925,1889,1,9,1,308,1,1960,0,964,122000
"1267",9,2008,2002,2018,2,10,3,746,1,2009,0,2018,378500
"1268",8,1935,728,3447,3,11,3,1014,2,1982,632,1968,381000
"1269",5,1958,874,1524,1,7,1,315,0,1958,180,874,144000
"1270",7,1979,1332,1524,0,4,2,586,1,1979,0,1332,260000
"1271",6,1968,1489,1489,2,7,2,462,1,1968,0,1489,185750
"1272",5,1965,935,935,1,5,1,288,0,1965,114,935,137000
"1273",6,1959,1019,1357,1,5,1,312,1,1959,84,1357,177000
"1274",5,1910,661,1250,2,8,2,552,1,1985,0,661,139000
"1275",5,1948,928,1920,2,10,2,400,0,1948,567,928,137000
"1276",6,1972,723,1395,1,6,2,497,1,1972,0,735,162000
"1277",6,1967,1680,1724,1,7,2,480,1,1967,359,1724,197900
"1278",8,2002,1128,2031,2,7,2,577,1,2002,103.685261707989,1128,237000
"1279",4,1920,698,1128,1,6,2,528,0,1980,0,698,68400
"1280",7,2002,1573,1573,2,6,2,544,0,2002,110,1573,227000
"1281",7,1990,1309,1339,2,6,2,484,1,1990,54,1339,180000
"1282",5,1977,1040,1040,2,5,2,484,0,1977,0,1040,150500
"1283",6,1971,912,1824,2,8,0,0,0,1978.50616388687,0,912,139000
"1284",6,1919,804,2447,2,10,1,336,1,1969,0,1699,169000
"1285",6,1939,780,1412,1,6,1,280,1,1939,0,825,132500
"1286",6,1963,1328,1328,1,6,2,528,2,1963,451,1328,143000
"1287",5,1964,1624,1582,2,7,2,390,0,1964,621,1582,190000
"1288",8,2000,1501,1659,2,5,2,499,1,2000,0,1659,278000
"1289",8,2006,1085,1970,2,8,3,753,1,2006,788,1120,281000
"1290",5,1964,1152,1152,1,6,2,484,1,1964,86,1152,180500
"1291",5,1972,630,1302,2,6,1,264,0,1972,268,630,119500
"1292",5,1892,994,2372,2,11,1,432,0,1985,0,1378,107500
"1293",7,1976,832,1664,2,8,2,528,1,1976,0,832,162900
"1294",5,1955,864,864,1,5,2,572,0,1957,0,864,115000
"1295",5,1968,1052,1052,1,5,1,288,0,1968,168,1052,138500
"1296",5,1963,1120,1128,2,6,2,525,0,1963,148,1128,155000
"1297",6,2005,547,1072,2,5,2,525,0,2005,82,1072,140000
"1298",10,2008,6110,5642,2,12,2,1418,3,2008,796,4692,160000
"1299",5,1959,1246,1246,1,6,1,305,0,1959,0,1246,154000
"1300",7,1999,978,1983,2,9,2,490,1,1999,344,1005,225000
"1301",6,1942,771,1494,1,7,1,213,2,1942,0,753,177500
"1302",8,1994,1165,2526,2,8,3,844,1,1994,391,1203,290000
"1303",7,2005,1616,1616,2,7,3,834,0,2005,228,1616,232000
"1304",7,2004,976,1708,2,7,2,380,0,2004,117,976,130000
"1305",9,2006,1652,1652,2,6,2,840,2,2006,300,1652,325000
"1306",7,2005,1368,1368,2,6,2,474,1,2005,94,1368,202500
"1307",5,1994,990,990,1,5,2,480,0,2000,0,990,138000
"1308",5,1948,924,1122,1,6,2,528,0,1948,0,1122,147000
"1309",6,1991,1278,1294,2,6,2,496,0,1991,88,1294,179200
"1310",7,1959,1902,1902,2,7,2,567,2,1959,0,1902,335000
"1311",7,2005,1274,1274,2,6,2,508,0,2005,80,1274,203000
"1312",8,1990,1453,2810,2,9,2,750,1,1990,336,1453,302000
"1313",9,1999,1393,2599,2,10,3,779,1,1999,165,1422,333168
"1314",4,1954,948,948,1,5,1,280,1,1956,0,948,119000
"1315",6,1969,952,2112,2,9,2,576,2,1969,0,1092,206900
"1316",8,2008,1622,1630,2,8,3,860,1,2008,270,1630,295493
"1317",7,2006,1352,1352,2,5,2,466,1,2006,0,1352,208900
"1318",8,2001,1753,1787,2,7,3,748,1,2001,178,1787,275000
"1319",4,1954,864,948,1,5,1,248,0,1954,132,948,111000
"1320",6,1957,1478,1478,1,6,2,442,2,1957,0,1478,156500
"1321",3,1949,0,720,1,4,1,287,0,1955,0,720,72500
"1322",7,1992,750,1923,2,8,2,564,1,1992,0,1061,190000
"1323",4,1940,420,708,1,5,0,0,0,1978.50616388687,0,708,82500
"1324",8,2006,1795,1795,2,7,3,895,1,2007,428,1795,147000
"1325",4,1922,796,796,1,5,0,0,0,1978.50616388687,0,796,55000
"1326",3,1931,544,774,1,6,0,0,0,1978.50616388687,0,774,79000
"1327",5,1982,816,816,1,5,1,264,1,1982,0,816,130500
"1328",6,1920,1510,2792,2,8,2,520,2,1920,0,1584,256000
"1329",7,1998,935,1632,2,8,2,462,1,1998,0,955,176500
"1330",8,2006,1588,1588,2,7,3,825,1,2006,410,1588,227000
"1331",5,1976,911,954,1,6,2,576,0,1976,0,954,132500
"1332",4,1938,816,816,1,3,1,288,1,1958,0,816,100000
"1333",5,1938,803,1360,1,6,1,297,0,1951,0,803,125500
"1334",5,1970,765,1365,1,7,2,440,0,1970,312,765,125000
"1335",6,1977,1350,1334,2,6,2,630,1,1977,360,1334,167900
"1336",5,1973,1656,1656,2,8,2,506,0,1973,564,1656,135000
"1337",4,1941,693,693,1,4,0,0,0,1978.50616388687,0,693,52500
"1338",7,2002,916,1861,2,8,2,492,0,2002,0,920,200000
"1339",5,1972,864,864,1,5,1,288,0,1972,0,864,128500
"1340",4,1971,858,872,1,5,4,480,0,1974,0,872,123000
"1341",6,2003,1114,1114,1,6,2,576,0,2004,0,1114,155000
"1342",8,2002,1284,2169,2,7,2,647,1,2002,149,1284,228500
"1343",6,1928,896,1913,1,9,2,342,1,1929,0,1172,177000
"1344",7,2006,728,1456,2,8,2,440,1,2006,0,728,155835
"1345",4,1920,960,960,1,5,1,308,0,1997,0,960,108500
"1346",7,1968,1568,2156,2,9,2,508,1,1968,0,2156,262500
"1347",8,2006,1732,1776,2,7,3,712,1,2006,100,1776,283463
"1348",7,1998,1482,1494,2,5,2,514,1,1998,0,1494,215000
"1349",8,1872,684,2358,2,8,0,0,0,1978.50616388687,0,938,122000
"1350",5,1969,1248,2634,2,12,4,968,0,1969,368,1338,200000
"1351",6,1962,858,1716,1,8,2,490,1,1962,318,858,171000
"1352",6,1937,698,1176,1,4,2,624,0,1999,0,786,134900
"1353",8,1995,2033,3238,2,9,3,666,1,1996,579,2053,410000
"1354",7,2000,992,1865,2,7,3,839,1,2000,0,992,235000
"1355",7,1968,570,1920,3,8,2,487,1,1968,143,1222,170000
"1356",5,1966,864,892,1,5,1,264,0,1966,65,892,110000
"1357",5,1971,1078,1078,1,6,2,500,1,1971,0,1078,149900
"1358",6,2000,756,1573,2,5,2,440,0,2000,216,769,177500
"1359",9,2004,1980,1980,2,8,3,770,1,2004,66,1980,315000
"1360",5,1921,612,2601,3,8,2,621,0,1998,0,990,189000
"1361",7,2005,1530,1530,2,7,2,430,1,2005,16,1530,260000
"1362",4,1920,715,1738,2,7,1,368,1,1920,0,1281,104900
"1363",6,2006,616,1412,2,6,2,432,1,2007,0,616,156932
"1364",7,2005,600,1200,2,4,2,480,0,2005,0,520,144152
"1365",7,2000,814,1674,2,7,2,663,0,2000,0,814,216000
"1366",7,1999,873,1790,2,7,2,588,0,1999,158,882,193000
"1367",5,1977,757,1475,2,6,1,336,1,1977,0,925,127000
"1368",6,2003,848,848,1,4,2,420,0,2003,170,848,144000
"1369",8,2003,1657,1668,2,8,2,502,1,2003,171,1668,232000
"1370",4,1920,840,1374,1,6,1,338,0,1967,0,840,105000
"1371",6,1955,992,1661,1,8,1,377,1,1955,0,1661,165500
"1372",7,1998,1108,2097,2,8,2,583,1,1998,0,1108,274300
"1373",10,2001,2633,2633,2,8,3,804,2,2001,705,2633,466500
"1374",7,2005,1026,1958,2,9,3,936,1,2005,0,1026,250000
"1375",8,2007,1571,1571,2,7,3,722,1,2007,80,1571,239000
"1376",6,1930,768,790,1,4,1,160,0,1925,0,790,91000
"1377",5,1941,984,1604,2,6,2,660,0,1977,0,984,117000
"1378",6,1973,483,987,1,5,1,264,0,1973,408,483,83000
"1379",5,2006,384,1394,2,7,2,400,0,2007,0,754,167500
"1380",3,1914,864,864,1,5,1,200,0,1938,0,864,58500
"1381",6,1970,1205,2117,2,7,2,550,2,1970,0,2117,237500
"1382",7,1920,596,1762,1,8,2,576,0,1989,0,998,157000
"1383",5,1918,816,1416,2,7,2,576,0,2007,0,1416,112000
"1384",6,1939,560,1258,1,6,1,280,0,1939,0,698,105000
"1385",4,1922,796,1154,1,7,1,240,0,1922,0,796,125500
"1386",7,1978,1392,2784,3,12,2,564,2,1978,184,1392,250000
"1387",6,1916,714,2526,2,10,1,216,1,1916,0,1664,136000
"1388",9,2006,1746,1746,2,7,3,758,2,2006,160,1746,377500
"1389",6,1941,735,1218,1,6,2,440,1,2003,0,869,131000
"1390",7,2000,1525,1525,2,6,2,541,0,2000,244,1525,235000
"1391",5,1967,1584,1584,2,8,3,792,0,1967,0,1584,124000
"1392",5,1967,864,900,1,6,1,288,1,1967,0,900,123000
"1393",6,1905,482,1912,2,7,2,672,1,2003,0,1221,163000
"1394",7,2006,1356,1500,2,6,3,648,1,2006,45,1500,246578
"1395",8,2005,1094,2482,2,9,3,642,1,2005,245,1133,281213
"1396",5,1948,747,1687,1,7,2,572,2,1966,0,1687,160000
"1397",5,1920,939,1513,1,8,1,180,0,1933,0,939,137500
"1398",5,1950,1208,1904,1,7,1,240,0,1950,0,1136,138000
"1399",6,1925,976,1608,2,7,1,216,1,1925,0,1160,137450
"1400",6,1929,862,1158,1,5,1,208,1,1929,0,950,120000
"1401",6,2004,839,1593,2,8,2,398,1,2004,0,864,193000
"1402",7,2006,1286,1294,2,6,2,662,1,2006,0,1294,193879
"1403",8,2007,1485,1464,2,6,3,754,0,2007,84,1464,282922
"1404",3,1915,672,1214,1,6,3,936,0,1998,0,694,105000
"1405",8,2004,1594,1646,2,5,2,482,1,2004,174,1646,275000
"1406",5,1972,768,768,1,5,2,396,0,1988,0,768,133000
"1407",5,1985,833,833,1,5,0,0,0,1978.50616388687,0,833,112000
"1408",4,1910,622,1363,1,6,2,528,0,1966,0,741,125500
"1409",7,1986,791,2093,2,7,2,542,1,1986,123,1236,215000
"1410",7,2001,944,1840,2,6,2,622,0,2001,0,944,230000
"1411",6,1950,856,1668,1,6,1,271,0,1950,0,1112,140000
"1412",4,1949,0,1040,2,6,2,420,0,1956,0,1040,90000
"1413",8,2005,1844,1844,2,7,2,620,1,2005,366,1844,257000
"1414",6,1923,833,1848,1,8,2,370,1,1922,0,1053,207000
"1415",7,2007,1386,1569,2,7,3,660,1,2007,130,1569,175900
"1416",4,1885,777,2290,2,11,2,560,0,1971,0,1246,122500
"1417",8,1998,1284,2450,2,7,3,1069,1,1998,731,1310,340000
"1418",5,1963,1144,1144,1,6,1,336,0,1962,0,1144,124000
"1419",6,1969,1844,1844,2,7,2,540,1,1969,312,1844,223000
"1420",6,1968,708,1416,2,7,2,776,1,1968,420,708,179900
"1421",6,1977,1069,1069,2,4,2,440,1,1977,0,1069,127500
"1422",6,2003,848,848,1,3,2,420,0,2003,170,848,136500
"1423",6,1966,697,2201,2,8,2,432,1,1966,0,1575,274970
"1424",5,1958,1024,1344,1,6,1,484,1,1970,0,1344,144000
"1425",6,1959,1252,1252,1,7,2,528,0,1960,243,1252,142000
"1426",7,1994,1223,2127,2,5,2,525,2,1994,448,1223,271000
"1427",5,1945,913,1558,1,6,1,288,1,1962,0,1048,140000
"1428",5,1940,788,804,1,4,1,240,2,1940,294,804,119000
"1429",6,1981,1440,1440,2,7,2,467,1,1981,310,1440,182900
"1430",5,2005,732,1838,2,7,2,372,1,2005,0,734,192140
"1431",6,1976,958,958,2,5,2,440,0,1976,0,958,143750
"1432",4,1927,656,968,2,5,1,216,0,1928,0,968,64500
"1433",6,2000,936,1792,2,8,2,451,1,2000,318,962,186500
"1434",5,1977,1126,1126,2,5,2,484,1,1977,0,1126,160000
"1435",6,1962,1319,1537,1,7,2,462,1,1962,237,1537,174000
"1436",4,1971,864,864,1,5,2,528,0,1974,0,864,120500
"1437",8,2008,1932,1932,2,7,3,774,1,2008,426,1932,394617
"1438",6,1957,912,1236,1,6,2,923,0,1957,0,1236,149700
"1439",7,1979,539,1725,2,6,2,550,1,1979,96,1040,197000
"1440",6,1922,588,2555,2,11,2,672,1,1993,0,1423,191000
"1441",6,2004,848,848,1,3,2,420,1,2004,147,848,149300
"1442",10,2008,1017,2007,2,10,3,812,1,2008,160,1026,310000
"1443",6,1916,952,952,1,4,1,192,1,1916,0,952,121000
"1444",7,2004,1422,1422,2,7,2,626,0,2004,106,1422,179600
"1445",6,1966,814,913,1,6,1,240,0,1990,0,913,129000
"1446",5,1962,1188,1188,1,6,1,312,0,1962,189,1188,157900
"1447",8,1995,1220,2090,2,8,2,556,1,1995,438,1220,240000
"1448",4,1910,560,1346,1,6,1,384,0,1950,0,796,112000
"1449",5,1970,630,630,1,3,0,0,0,1978.50616388687,0,630,92000
"1450",5,1974,896,1792,2,8,0,0,0,1978.50616388687,0,896,136000
"1451",8,2008,1573,1578,2,7,3,840,1,2008,194,1578,287090
"1452",5,2005,547,1072,1,5,2,525,0,2005,80,1072,145000
"1453",5,2006,1140,1140,1,6,0,0,0,1978.50616388687,0,1140,84500
"1454",7,2004,1221,1221,2,6,2,400,0,2004,0,1221,185000
"1455",6,1999,953,1647,2,7,2,460,1,1999,0,953,175000
"1456",6,1978,1542,2073,2,7,2,500,2,1978,119,2073,210000
"1457",7,1941,1152,2340,2,9,1,252,2,1941,0,1188,266500
"1458",5,1950,1078,1078,1,5,1,240,0,1950,0,1078,142125
"1459",5,1965,1256,1256,1,6,1,276,0,1965,0,1256,147500
"1460",6,1958,819,1344,1,7,2,525,1,1958,541,1344,137500
